Transaction_ID,Customer_ID,Ticket_Price,Category,Quantity,Discount_Applied,Snack_Amount,Age,Gender,Location,Preferred_Snacks,Visitation_Frequency,Membership_Type,Membership_Status,Loyalty_Points,Recency,Frequency,Monetary,Amount
9210,871,150,1,4,133.0,0,53,0,2,4,2,0,1,251,145,6,24618.08,467.0
1683,144,150,2,4,1050.1384999999996,0,63,0,0,2,3,1,0,250,46,5,13298.31,-258.5225
8558,1261,350,1,10,71.64,150,34,0,2,2,2,1,1,197,43,5,11665.68,3516.3334999999993
4341,1629,250,0,7,148.52,0,57,1,1,2,0,0,1,819,86,6,11788.82,1601.48
3165,704,350,1,2,60.04,150,38,1,2,0,1,1,1,945,15,6,22396.14,789.96
5431,959,150,0,1,65.69,0,54,0,0,2,0,1,0,295,27,5,12051.84,84.31
7421,755,150,0,2,16.779000000000003,50,20,1,1,4,3,1,1,753,165,3,5476.928500000002,349.86
8444,1652,150,1,1,16.779000000000003,0,20,0,0,1,0,2,1,505,21,7,13393.59,137.8
2192,270,450,0,10,52.23,0,32,1,0,3,0,2,0,477,29,8,26885.26,3516.3334999999993
1393,248,150,0,4,463.43,0,44,0,2,2,3,2,0,49,112,6,12694.42,136.57
7128,1595,450,0,8,667.47,0,54,1,0,4,3,2,0,173,61,8,16968.77,2932.5299999999997
5683,575,150,1,3,205.12,0,24,0,2,1,2,1,1,421,41,4,10737.3,244.88
7109,228,250,0,9,888.14,0,26,0,2,3,2,2,1,147,132,3,8568.83,1361.8600000000001
2743,909,150,1,3,47.99,100,63,0,1,2,2,1,1,390,25,8,14137.39,502.01
7287,1603,350,2,5,1050.1384999999996,0,60,1,2,0,0,1,0,794,67,8,25987.1,402.5999999999999
9648,1720,250,1,5,799.29,0,33,0,0,0,1,1,0,566,110,3,7021.25,450.71000000000004
8684,1418,350,2,3,434.19,50,21,0,2,4,0,0,0,336,165,4,11124.95,665.81
4018,853,350,2,8,229.02,150,55,1,1,4,3,2,1,884,94,3,5476.928500000002,2720.98
2338,1015,250,2,1,16.779000000000003,0,29,0,0,4,0,0,1,137,98,5,11047.43,236.58
4356,29,450,1,8,183.51,0,63,0,2,4,1,2,1,521,41,6,16107.34,3416.49
9131,1041,150,1,10,84.68,150,56,0,1,1,0,1,0,102,4,3,6319.699999999999,1565.32
550,470,450,1,8,458.65,50,47,0,0,4,0,2,1,223,34,6,16860.170000000002,3191.35
7054,1157,250,0,7,874.35,0,44,0,1,4,1,2,0,262,17,6,14038.05,875.65
729,1845,450,2,5,1050.1384999999996,100,53,0,2,0,2,0,0,898,95,5,9520.64,1136.74
5989,1692,350,0,7,164.47,0,47,0,1,3,1,2,0,427,43,6,19206.04,2285.53
8370,501,350,2,8,202.98,0,63,1,0,1,2,0,1,286,11,5,10596.61,2597.02
8639,1063,250,2,7,517.71,100,45,1,0,3,0,1,0,174,65,5,11229.23,1332.29
9956,1540,350,2,5,587.46,150,63,0,2,2,3,0,0,111,151,6,17627.33,1312.54
5694,1404,350,0,1,83.63,0,20,0,0,0,0,1,1,201,41,5,15198.75,266.37
5587,1731,450,1,10,149.81,0,23,0,2,2,0,2,0,712,74,5,16024.81,3516.3334999999993
2559,439,350,1,4,381.64,50,20,0,0,3,0,1,0,335,17,6,21732.94,1068.3600000000001
9755,270,450,1,6,352.53,0,32,1,0,3,0,2,0,477,29,8,26885.26,2347.4700000000003
4120,1979,150,2,8,208.7,0,34,0,0,2,1,2,1,266,27,9,19716.87,991.3
6827,1831,450,1,2,1050.1384999999996,0,35,1,2,1,0,0,0,113,15,6,18219.23,-258.5225
1442,1882,150,0,3,124.84,50,33,0,0,2,3,2,0,648,160,7,21444.86,375.15999999999997
5110,1242,150,2,8,487.14,100,56,1,0,3,0,2,1,311,83,7,20044.34,812.86
1152,79,250,0,6,16.779000000000003,50,39,1,0,0,1,0,0,287,165,5,12346.36,1534.37
6916,246,150,0,9,1050.1384999999996,0,21,0,0,2,2,2,1,586,33,4,11113.99,180.74
4940,1313,250,2,8,40.11,0,50,0,2,4,2,0,1,499,22,8,13772.08,1959.89
6994,1381,450,0,8,292.66,0,44,0,1,3,2,0,0,898,23,9,19823.34,3307.34
9798,1699,450,2,7,1050.1384999999996,50,49,1,2,0,0,0,0,945,75,4,14343.420000000002,2063.51
1866,1417,350,2,1,67.15,0,44,1,2,1,3,2,0,561,32,8,15125.05,282.85
5162,159,350,2,5,89.11,0,27,1,1,3,2,1,0,733,15,7,14752.5,1660.89
7019,1618,350,0,2,166.17,0,33,1,1,2,0,2,0,278,4,7,18332.96,533.83
9452,1698,450,1,3,325.71,100,24,0,0,4,3,2,0,765,33,3,5476.928500000002,1124.29
912,1775,350,0,4,405.76,150,47,0,1,4,3,0,0,888,5,6,14616.77,1144.24
6291,1785,450,2,6,807.03,50,45,1,2,0,3,1,0,296,69,3,12389.84,1942.97
5364,382,350,0,5,70.21,0,63,0,1,3,3,2,0,137,12,10,23406.05,1679.79
5584,229,450,2,8,85.09,100,27,0,1,3,0,2,0,225,120,4,10338.71,3516.3334999999993
3916,758,150,0,10,294.61,50,59,0,1,0,3,2,0,829,114,6,11837.06,1255.3899999999999
8032,1985,250,2,6,303.07,0,28,1,1,1,1,0,1,796,29,10,26885.26,1196.93
2396,1519,350,0,4,324.98,0,34,1,1,3,2,0,1,657,9,5,13543.33,1075.02
3860,815,450,0,2,198.05,50,28,1,2,2,3,2,0,284,49,7,20823.63,751.95
6765,636,450,2,2,155.61,0,22,1,1,2,3,0,0,727,95,3,5476.928500000002,744.39
6561,907,450,2,6,563.06,50,56,1,0,2,2,1,0,926,63,6,17185.89,2186.94
5465,1814,250,2,6,225.19,100,39,1,1,3,3,2,1,880,132,7,25683.24,1374.81
9254,450,450,2,2,162.31,0,53,0,1,1,1,1,0,945,148,5,9734.16,737.69
9576,1823,150,2,5,739.68,0,31,0,0,4,1,0,0,81,5,4,11882.3,10.32000000000005
2982,883,250,0,5,130.23,0,50,0,0,2,0,1,1,902,17,8,24892.12,1119.77
1512,877,150,0,3,850.47,150,60,1,2,2,2,1,1,311,79,3,5476.928500000002,-250.47000000000003
5449,1138,450,1,6,114.64,50,57,1,2,2,3,1,1,937,13,5,14776.91,2635.36
8175,96,150,1,10,60.43,0,48,0,2,0,2,1,0,470,83,7,18435.78,1439.57
7386,1963,350,0,5,102.02,50,52,0,0,0,0,1,0,669,79,4,14136.89,1697.98
1835,419,150,1,9,187.72,0,45,0,0,0,1,1,0,927,43,6,14963.92,1162.28
2345,788,150,1,1,775.43,50,51,1,0,0,3,1,1,724,51,3,5476.928500000002,-258.5225
4287,346,350,0,6,182.01,0,31,1,2,3,3,0,1,697,4,6,13205.48,1917.99
6614,871,150,2,1,880.03,0,53,0,2,4,2,0,1,251,145,6,24618.08,-258.5225
5416,159,350,0,5,154.68,0,27,1,1,3,2,1,0,733,15,7,14752.5,1595.32
8637,8,350,1,8,906.27,100,43,0,2,2,2,0,0,214,43,7,20015.16,1993.73
5455,247,350,2,2,307.89,0,51,1,1,2,2,2,0,57,165,4,9072.03,392.11
6852,1802,250,0,1,221.9,150,50,1,0,4,1,2,1,791,11,5,17135.370000000003,178.1
9440,1402,450,2,1,130.08,0,33,1,2,2,3,2,0,428,23,6,12913.91,319.91999999999996
7121,930,450,2,10,901.15,0,23,1,0,4,2,2,0,622,45,8,18456.39,3516.3334999999993
6742,1051,250,1,1,63.28,100,34,0,1,0,2,1,1,596,127,5,10101.99,286.72
3921,706,450,1,2,492.73,0,53,1,2,1,1,0,1,624,70,5,13158.2,407.27
5091,368,350,2,9,245.58,0,58,1,1,1,3,1,0,580,8,8,24443.43,2904.42
7232,1189,150,2,9,875.5,0,62,1,1,1,0,1,0,680,26,4,11228.54,474.5
9577,1834,150,1,9,851.27,0,51,1,0,4,2,0,1,125,69,8,18582.97,498.73
2725,1447,150,0,10,97.74,0,27,1,2,1,2,2,1,98,54,4,8447.17,1402.26
9955,1939,250,2,1,62.05,0,31,0,2,1,0,0,0,653,8,6,11904.74,187.95
6758,1501,450,0,9,16.779000000000003,150,42,1,2,2,0,0,0,587,165,5,7699.53,3516.3334999999993
5963,1394,250,1,10,174.39,50,27,0,1,3,3,0,0,83,20,5,12222.34,2375.61
9650,1399,250,2,7,680.6,0,59,1,0,3,2,0,0,660,71,10,26885.26,1069.4
9133,994,150,2,10,117.21,100,56,0,1,0,3,2,0,299,5,7,15029.13,1482.79
4582,1161,250,1,8,157.12,50,27,0,1,0,1,1,0,579,60,4,9686.11,1892.88
6447,1596,250,1,6,40.82,0,39,1,0,3,1,0,1,358,93,5,12791.92,1459.18
7897,891,350,2,10,65.12,0,41,1,2,2,0,1,0,112,67,5,7161.51,3434.88
6158,194,250,1,2,245.83,0,38,1,0,2,2,1,0,945,78,8,15597.22,254.17
4343,247,150,2,7,16.779000000000003,100,51,1,1,2,2,2,0,57,165,4,9072.03,1145.96
7759,1208,450,1,5,293.28,100,61,1,2,4,2,1,0,212,14,4,11558.6,2056.7200000000003
4698,1443,250,2,8,171.41,0,50,0,0,0,1,2,0,806,36,8,22338.63,1828.59
2375,1544,350,0,8,794.18,0,54,1,0,0,0,1,0,945,50,6,14810.89,2005.8200000000002
6569,1830,250,2,4,164.62,100,50,1,2,3,2,2,0,945,4,4,10557.04,935.38
7758,110,450,0,7,591.17,0,63,1,1,1,1,2,0,68,63,8,26885.26,2558.83
4976,1608,450,1,5,16.779000000000003,50,43,1,1,0,0,2,0,278,7,7,21389.33,2287.42
9655,1307,250,1,2,33.16,150,29,0,2,3,3,2,1,833,95,7,23769.36,616.84
2537,1685,450,1,6,532.8,0,57,1,2,1,1,0,1,154,38,8,26083.25,2167.2
7853,1784,150,2,4,287.02,150,63,0,0,4,1,1,1,90,21,10,26885.26,462.98
9084,1740,350,1,1,1050.1384999999996,50,22,1,0,2,0,0,1,102,165,3,12177.56,-258.5225
8734,1193,150,0,1,273.73,0,43,0,0,2,3,0,1,386,41,6,14713.31,-123.73000000000002
4569,72,250,1,2,1022.43,50,62,0,1,2,0,0,1,543,6,10,26885.26,-258.5225
2533,1401,250,2,7,399.98,150,43,1,2,1,0,2,0,945,26,7,21273.11,1500.02
6722,1431,350,1,9,387.69,100,56,1,0,2,2,2,1,150,45,10,26885.26,2862.31
9341,714,450,0,6,514.89,0,61,0,1,4,3,2,0,945,21,5,13952.49,2185.11
5433,201,150,1,10,1050.1384999999996,0,42,0,2,0,3,0,1,512,114,7,15057.05,338.4100000000001
974,1319,250,2,10,777.95,0,26,0,0,3,0,1,1,378,16,6,11855.27,1722.05
3825,1098,450,0,7,309.91,100,63,0,2,2,2,2,0,438,69,5,7060.1900000000005,2940.09
295,298,250,2,6,85.56,0,55,0,2,3,1,2,1,766,11,7,20952.39,1414.44
5913,1787,350,2,3,16.779000000000003,150,38,0,2,1,2,2,0,122,14,9,19827.16,1193.23
1753,762,250,1,10,82.23,150,37,1,1,4,3,1,0,548,40,8,14400.16,2567.77
949,891,450,0,1,72.28,0,41,1,2,2,0,1,0,112,67,5,7161.51,377.72
5600,110,250,0,9,638.19,0,63,1,1,1,1,2,0,68,63,8,26885.26,1611.81
8337,1416,450,1,4,85.14,150,26,1,0,0,3,1,0,420,39,8,14906.28,1864.86
1231,1529,250,2,4,501.21,0,32,1,0,3,1,2,0,862,5,7,15315.85,498.79
6775,1138,150,2,1,41.74,0,57,1,2,2,3,1,1,937,13,5,14776.91,108.25999999999999
842,637,250,1,8,16.779000000000003,100,22,1,1,1,3,2,0,49,16,5,12432.55,2094.15
4535,374,250,2,5,117.77,0,20,1,1,0,0,0,1,396,106,5,17006.019999999997,1132.23
5435,128,450,2,10,1050.1384999999996,50,57,1,0,0,0,1,0,859,6,7,16592.62,3463.8
1357,1721,450,0,5,934.74,0,37,0,2,4,2,0,1,267,57,9,18141.1,1315.26
1924,71,250,1,9,1029.05,0,38,1,0,2,3,1,0,933,4,10,26885.26,1220.95
1605,1817,350,2,8,756.41,50,39,0,2,4,0,0,1,619,6,10,26885.26,2093.59
4186,163,350,0,5,69.67,0,59,1,1,0,2,2,0,169,74,4,7538.959999999999,1680.33
5954,1424,450,1,2,78.04,0,21,0,2,1,3,1,0,49,48,3,5476.928500000002,821.96
5907,864,450,0,4,296.26,150,48,1,2,3,1,2,1,123,43,8,25166.45,1653.74
1779,943,450,2,10,172.24,0,52,0,0,3,0,0,0,945,4,7,16633.29,3516.3334999999993
7075,1004,150,0,8,826.82,0,61,1,1,2,3,1,0,800,48,6,18289.23,373.17999999999995
8160,349,450,2,5,374.81,100,20,0,2,4,0,1,1,117,71,5,14593.76,1975.19
3664,1930,150,2,8,461.39,0,34,0,1,1,0,2,0,372,4,6,10870.65,738.61
5353,1595,350,0,10,42.27,100,54,1,0,4,3,2,0,173,61,8,16968.77,3516.3334999999993
9539,1224,350,0,3,16.779000000000003,0,63,0,1,2,2,1,1,945,4,7,18376.07,1041.72
7513,771,450,2,4,462.35,150,46,0,2,1,0,1,1,945,127,6,17996.989999999998,1487.65
6872,1084,350,1,7,945.89,0,35,1,2,1,3,0,1,308,147,3,8493.71,1504.1100000000001
2693,1182,450,1,9,37.01,0,56,0,1,2,2,2,0,327,88,9,23747.58,3516.3334999999993
6472,353,350,2,3,67.13,100,31,1,0,1,1,1,1,683,21,9,24646.13,1082.87
4417,1533,350,0,10,322.8,100,49,1,1,0,3,0,1,768,75,8,23267.83,3277.2
8247,1967,150,1,3,766.36,150,48,0,1,2,0,2,0,858,67,4,9245.14,-166.36
2732,362,350,1,1,135.86,0,55,1,1,0,0,2,1,899,152,3,8000.780000000001,214.14
1269,981,150,2,9,312.84,100,38,1,2,3,2,2,1,67,32,3,5476.928500000002,1137.16
8556,230,250,0,7,561.4,0,24,0,0,2,2,0,0,669,138,5,11636.34,1188.6
3801,1539,250,0,8,260.42,0,57,1,2,4,0,0,0,612,19,7,10590.09,1739.58
9860,1065,350,0,8,44.28,0,49,0,2,2,2,0,1,106,77,3,5476.928500000002,2755.72
7063,1853,250,0,6,16.779000000000003,0,44,0,1,2,2,2,1,223,21,7,18085.71,1491.13
9150,1107,350,2,10,103.29,100,54,1,0,3,2,0,1,73,73,6,15150.77,3496.71
7539,1878,250,2,3,829.5,0,32,1,1,4,0,2,1,914,16,4,13408.88,-79.5
7358,1103,250,0,7,47.53,0,32,1,2,3,2,2,0,250,26,7,10882.61,1702.47
7544,916,450,0,9,1050.1384999999996,50,58,1,1,2,3,0,1,776,48,9,21418.64,2843.8599999999997
8995,1429,150,0,10,42.36,50,45,0,2,4,2,2,1,748,6,3,5476.928500000002,1507.64
579,443,250,0,1,497.65,0,25,1,1,1,2,2,0,423,64,7,19180.5,-247.64999999999998
7235,286,150,0,3,105.15,150,50,0,2,1,0,0,1,537,19,5,9314.99,494.85
7266,383,150,0,10,90.9,150,42,1,2,0,0,2,0,835,68,5,14122.64,1559.1
3955,165,350,2,6,600.85,0,44,1,0,1,1,1,1,430,23,7,23898.94,1499.15
7524,952,350,1,7,763.07,0,55,0,2,2,0,1,0,213,6,6,11722.53,1686.9299999999998
8654,23,350,2,6,407.64,0,60,1,2,3,3,2,0,788,70,6,13735.73,1692.3600000000001
9535,1180,450,0,10,225.67,100,42,1,2,4,0,0,1,49,23,10,26885.26,3516.3334999999993
274,1407,150,1,5,471.03,50,34,0,0,1,0,1,0,560,81,5,12562.68,328.97
9100,704,350,2,6,295.78,100,38,1,2,0,1,1,1,945,15,6,22396.14,1904.22
7307,1260,150,1,10,462.51,150,51,0,1,1,2,1,0,439,52,7,19878.63,1187.49
2805,290,250,0,7,482.87,0,60,0,1,3,2,0,1,885,17,5,6144.099999999999,1267.13
4496,1900,150,2,1,33.57,0,49,0,2,2,2,2,1,936,86,5,16287.59,116.43
8867,1743,450,0,10,163.51,0,62,1,0,4,2,1,1,556,5,8,22701.9,3516.3334999999993
4677,220,250,0,10,396.12,0,21,0,0,0,3,1,0,945,107,9,18720.87,2103.88
1274,1052,150,1,1,29.12,0,49,1,1,0,3,2,0,86,80,4,5476.928500000002,120.88
6504,1934,350,0,10,314.58,0,60,0,0,4,2,1,1,907,97,7,19652.84,3185.42
4814,1764,350,1,6,259.02,0,41,1,2,1,1,1,0,596,73,5,10681.6,1840.98
5656,195,350,1,4,719.65,0,53,1,0,0,0,2,1,914,4,3,6948.46,680.35
8309,1851,250,2,4,776.98,150,39,1,2,0,2,0,1,942,27,8,19436.01,373.02
6108,1190,150,1,7,29.58,0,61,1,1,4,1,2,1,180,29,5,7436.98,1020.42
8034,1710,450,2,2,797.05,100,48,1,0,4,0,1,0,865,100,10,26885.26,202.95000000000005
9385,84,150,2,4,683.58,50,26,1,0,3,0,1,0,479,23,8,22853.64,-33.58000000000004
9876,1696,150,1,9,216.67,50,62,0,1,4,2,0,0,557,75,3,8689.46,1183.33
4348,1030,250,0,6,65.28,0,33,1,1,0,3,2,1,97,4,6,15686.73,1434.72
7148,655,250,0,2,28.01,0,57,1,0,3,2,1,1,307,20,9,21094.04,471.99
6607,536,450,1,9,28.36,100,52,1,0,0,1,1,1,116,5,9,22545.58,3516.3334999999993
263,1954,250,0,7,500.61,150,33,0,1,3,2,0,1,894,165,3,11003.97,1399.3899999999999
3499,142,150,0,5,730.19,150,56,1,2,0,0,1,0,584,7,8,19257.39,169.80999999999995
6293,75,450,2,1,300.8,0,58,1,0,2,1,0,1,781,6,4,9933.37,149.2
5770,1191,450,2,2,77.61,0,42,1,2,3,0,2,1,49,57,8,26885.26,822.39
7780,107,350,1,1,563.87,0,49,1,1,1,1,0,1,116,96,3,5476.928500000002,-213.87
346,712,350,0,8,247.39,50,24,1,1,4,2,2,1,344,35,4,10933.66,2602.61
8868,1683,250,0,10,52.87,50,55,1,0,4,2,0,1,933,4,7,16037.32,2497.13
2853,941,150,0,3,25.65,0,39,0,2,2,3,0,1,331,10,9,19418.0,424.35
2334,1208,250,1,5,323.71,50,61,1,2,4,2,1,0,212,14,4,11558.6,976.29
4220,513,150,2,10,16.779000000000003,150,41,1,2,4,0,0,0,65,80,3,5476.928500000002,1643.16
2499,1552,450,1,9,34.08,0,51,0,0,4,0,0,1,49,121,4,9825.46,3516.3334999999993
4528,15,350,1,4,720.45,0,49,0,1,2,1,0,0,305,51,3,11270.4,679.55
7198,631,250,0,9,587.66,0,36,0,0,2,2,2,0,945,104,4,8431.92,1662.3400000000001
5972,849,450,1,1,858.47,0,25,1,1,2,1,1,1,758,99,4,9281.95,-258.5225
882,64,350,0,9,131.81,100,22,0,0,0,1,0,1,877,43,9,26885.26,3118.19
953,1761,350,1,9,350.24,150,48,1,2,2,3,0,0,801,48,3,6811.48,2949.76
1990,1101,150,1,5,431.92,0,45,0,1,0,0,0,1,672,81,6,9415.43,318.08
9880,1791,150,1,2,968.99,150,20,0,1,0,1,0,1,470,10,5,13231.28,-258.5225
1710,828,350,1,2,16.779000000000003,100,22,1,1,1,3,1,1,715,45,7,16818.72,793.16
2657,845,450,1,6,237.74,100,41,1,0,0,1,0,0,431,28,8,21261.88,2562.26
7437,480,450,1,6,396.29,0,36,0,0,4,2,1,0,325,38,9,24251.09,2303.71
4237,344,350,2,9,38.1,50,50,0,1,4,3,0,1,607,82,9,15245.8,3161.9
7111,376,350,0,10,823.3,0,20,0,2,1,2,1,0,671,165,4,11151.21,2676.7
7177,638,250,1,6,188.31,0,34,1,2,1,3,2,0,139,83,6,8779.18,1311.69
3869,1531,150,0,4,43.28,0,28,1,0,3,1,0,1,303,73,5,13838.09,556.72
2128,878,450,2,9,78.42,0,26,1,2,0,3,1,1,871,56,8,20000.04,3516.3334999999993
8486,627,250,1,3,63.71,0,30,1,1,2,0,2,0,239,6,8,18592.0,686.29
7088,1555,450,0,3,92.07,100,61,1,1,0,1,2,1,840,17,5,8938.16,1357.93
3691,1348,250,0,6,742.58,100,51,0,0,4,1,2,0,945,62,3,8022.41,857.42
9833,30,350,1,8,84.49,50,48,1,2,0,0,1,1,945,35,4,11617.39,2765.51
7830,1171,450,1,8,305.02,0,49,1,1,3,3,0,0,869,32,8,14494.53,3294.98
9462,254,350,1,2,21.54,0,23,1,1,1,0,0,1,323,84,4,9395.67,678.46
6241,532,150,0,3,390.66,50,27,1,0,3,2,2,1,203,90,8,18641.12,109.33999999999997
8043,1048,350,0,2,384.27,0,20,1,2,1,1,0,0,87,63,6,17637.34,315.73
7096,98,150,1,4,479.41,100,38,0,0,1,3,0,1,292,57,6,16294.79,220.58999999999997
3356,1717,150,1,2,162.98,0,63,0,0,0,0,2,1,945,11,3,6955.06,137.02
5557,1396,350,1,8,155.3,0,55,1,0,4,0,2,0,656,40,3,5476.928500000002,2644.7
1636,1474,350,2,9,65.71,0,46,1,1,0,3,2,0,60,46,9,24467.82,3084.29
6981,226,150,0,6,146.08,0,22,0,2,0,0,0,1,471,16,4,9902.19,753.92
6714,571,250,0,4,285.79,0,50,1,2,3,1,0,1,436,41,9,21385.78,714.21
7351,357,150,0,5,24.83,0,63,1,2,2,2,0,1,870,165,5,7780.92,725.17
5813,1687,250,1,4,703.58,0,22,0,0,0,2,1,0,575,52,6,17827.31,296.41999999999996
290,929,450,1,1,94.11,0,53,0,0,4,3,2,0,305,114,4,8296.75,355.89
45,1369,350,0,10,672.38,0,28,1,0,4,3,2,0,649,25,7,20186.28,2827.62
3945,471,150,2,7,180.49,0,44,1,2,3,0,1,0,102,28,3,6977.23,869.51
3093,374,450,2,10,1050.1384999999996,0,20,1,1,0,0,0,1,396,106,5,17006.019999999997,3425.1
3879,1694,450,2,1,134.86,0,34,0,1,4,1,1,0,121,75,4,13412.81,315.14
6112,430,250,1,6,297.56,0,37,1,2,1,3,0,0,465,73,8,17394.47,1202.44
6433,1963,450,2,6,112.02,150,52,0,0,0,0,1,0,669,79,4,14136.89,2737.98
2723,605,150,0,1,420.69,50,58,0,1,0,3,2,0,510,136,3,5703.73,-220.69
4744,952,350,2,4,46.9,100,55,0,2,2,0,1,0,213,6,6,11722.53,1453.1
1245,185,150,0,6,136.11,0,47,0,0,0,3,2,0,945,165,3,5538.19,763.89
6734,1422,250,1,7,16.779000000000003,0,36,1,0,3,1,2,0,684,47,6,14809.78,1738.57
9688,386,250,1,10,1050.1384999999996,0,47,1,1,3,0,1,0,664,133,3,6167.05,1330.29
5594,1878,250,2,8,141.95,100,32,1,1,4,0,2,1,914,16,4,13408.88,1958.05
5065,359,450,1,6,173.83,0,62,1,2,2,2,2,0,755,74,3,5476.928500000002,2526.17
3775,888,250,1,7,260.63,0,58,1,2,1,1,0,0,385,8,7,16543.64,1489.37
1473,429,150,2,2,53.4,100,25,1,1,1,2,1,0,923,4,5,7669.559999999999,346.6
3931,1601,350,2,5,101.97,0,57,0,2,3,2,0,0,116,27,6,8279.31,1648.03
6196,589,350,0,4,478.99,0,38,0,0,3,2,1,1,876,51,5,15876.0,921.01
2827,738,350,2,4,77.69,0,29,1,1,1,3,2,1,491,78,8,12708.92,1322.31
1148,353,150,1,5,250.88,0,31,1,0,1,1,1,1,683,21,9,24646.13,499.12
8053,1912,250,0,2,390.73,100,39,0,0,2,2,2,1,59,28,5,10287.19,209.26999999999998
1965,846,150,0,1,1050.1384999999996,0,21,1,0,0,3,0,0,499,9,6,15704.41,-258.5225
1903,366,250,0,6,56.21,0,21,1,1,3,0,0,0,158,72,3,7241.12,1443.79
9553,1216,250,2,6,232.67,0,20,0,2,1,0,0,1,197,115,4,11596.63,1267.33
2363,1985,450,2,7,708.88,0,28,1,1,1,1,0,1,796,29,10,26885.26,2441.12
4928,603,250,1,1,49.71,0,24,0,1,1,0,2,1,223,10,8,20263.13,200.29
8189,996,150,2,6,782.97,0,60,1,1,1,3,2,0,849,89,4,11319.37,117.02999999999997
7879,364,350,2,3,224.36,50,41,1,1,2,3,1,0,559,61,6,16031.85,875.64
6637,689,450,0,4,198.08,50,23,1,1,2,1,1,1,353,21,5,16166.02,1651.92
615,176,450,2,4,152.11,0,46,1,0,0,1,2,0,716,46,5,12105.1,1647.8899999999999
6386,599,250,1,9,1050.1384999999996,50,40,1,0,1,0,1,0,137,165,5,14061.72,1241.0
7103,1284,250,2,5,16.779000000000003,0,53,1,0,4,0,1,1,677,4,4,7106.280000000001,1238.73
9949,1268,150,0,1,527.3,150,29,1,0,3,2,1,0,597,8,6,10456.53,-227.29999999999995
7312,1908,250,0,2,800.04,0,33,1,2,2,3,2,1,583,54,8,22574.29,-258.5225
8563,1145,450,2,2,170.48,0,33,0,2,2,3,1,1,98,140,6,11019.01,729.52
5381,289,350,1,6,101.98,50,20,0,1,2,1,2,0,899,6,7,15840.66,2048.02
8428,1828,350,2,8,16.779000000000003,150,63,0,2,4,3,1,0,308,108,3,5716.139999999999,2938.76
8084,1957,450,0,9,477.0,50,29,1,1,0,2,1,0,49,31,5,12346.97,3516.3334999999993
1638,142,250,2,7,41.58,0,56,1,2,0,0,1,0,584,7,8,19257.39,1708.42
4700,1428,250,0,6,961.1,50,59,1,1,4,0,1,0,402,37,6,18254.41,588.9
306,159,350,1,1,706.68,0,27,1,1,3,2,1,0,733,15,7,14752.5,-258.5225
6176,940,450,2,9,840.36,150,59,1,1,3,0,0,0,560,44,6,14558.51,3359.64
8390,1242,250,1,5,266.06,0,56,1,0,3,0,2,1,311,83,7,20044.34,983.94
4880,203,350,1,2,46.53,0,20,0,2,2,0,0,0,301,165,5,10151.12,653.47
2608,864,150,0,2,742.51,0,48,1,2,3,1,2,1,123,43,8,25166.45,-258.5225
2167,1331,150,1,5,16.779000000000003,0,33,1,2,0,1,0,0,107,163,3,6875.85,747.6
1445,29,250,0,5,301.36,50,63,0,2,4,1,2,1,521,41,6,16107.34,998.64
7729,1596,150,2,7,85.65,0,39,1,0,3,1,0,1,358,93,5,12791.92,964.35
4990,1411,250,0,3,249.73,0,63,1,1,3,0,0,0,277,24,8,18882.42,500.27
5382,26,350,2,2,371.55,50,24,0,1,4,3,2,0,707,65,6,18389.48,378.45
4396,749,450,0,3,446.54,50,27,1,1,4,2,1,0,710,72,6,12213.11,953.46
1800,39,150,2,7,99.03,50,49,1,1,2,0,1,0,586,60,7,11411.74,1000.97
680,1588,450,2,10,203.61,0,52,1,2,3,2,0,0,614,52,5,15073.5,3516.3334999999993
8101,1237,250,1,2,1050.1384999999996,0,28,1,0,0,3,2,0,695,10,5,17460.86,-258.5225
8736,152,250,2,1,27.38,50,42,1,1,2,1,2,0,49,4,6,9199.27,272.62
9306,488,450,2,1,250.14,0,30,1,1,4,2,0,0,95,4,7,21506.25,199.86
8919,1555,450,2,4,541.89,50,61,1,1,0,1,2,1,840,17,5,8938.16,1308.1100000000001
2150,72,250,2,1,72.68,0,62,0,1,2,0,0,1,543,6,10,26885.26,177.32
7138,1934,450,1,5,626.87,0,60,0,0,4,2,1,1,907,97,7,19652.84,1623.13
4372,1879,150,1,7,82.73,100,20,1,0,3,2,2,1,76,20,9,18693.91,1067.27
2652,322,450,2,5,139.35,0,53,1,1,1,1,2,0,846,9,9,18501.06,2110.65
5818,421,150,2,7,90.85,0,41,1,0,2,3,0,0,523,44,5,8638.98,959.15
9265,880,250,1,4,157.78,100,27,0,2,4,0,1,1,929,18,9,16177.34,942.22
3444,344,250,2,6,161.18,100,50,0,1,4,3,0,1,607,82,9,15245.8,1438.82
3502,1477,450,0,5,515.7,100,50,1,0,1,0,2,1,170,4,6,15308.24,1834.3
8151,1979,350,0,4,132.6,0,34,0,0,2,1,2,1,266,27,9,19716.87,1267.4
7228,0,150,1,3,89.11,0,43,1,1,0,3,2,0,138,67,3,6632.5,360.89
716,574,350,1,9,300.54,100,51,1,2,0,0,2,1,269,64,4,10905.01,2949.46
1999,29,250,2,1,729.76,0,63,0,2,4,1,2,1,521,41,6,16107.34,-258.5225
1898,516,350,2,10,370.34,0,63,1,0,3,3,1,1,494,9,9,19646.83,3129.66
